VehicleRef,Latitude,Longitude,Vehicle,LineNum,StartName,DestinationName,StopPointName,Delay
3350387080,60.2618999686092,5.34372000955045,bus,22,Lagunen terminal I,skyss.no,GARASJE Fana Bussdepot,-PT14S
3350447648,60.4049130063504,5.32216862775385,bus,4,Flaktveit snuplass,Hesjaholtet,Skutevikstorget,PT1M32S
3350447638,60.3458969481289,5.28246455825865,bus,5,Fyllingsdalen terminal E,Sletten,Torgny Segerstedts vei,PT57S
3350447657,60.4257471486926,5.30418877489865,bus,3,Vadmyra,Støbotn,Eidsvåg E39 A,PT3M53S
3350447647,60.4735721927136,5.33385367132723,bus,4,Flaktveit snuplass,Hesjaholtet,IKEA,-PT9S
3350447649,60.4625246766955,5.37051192484796,bus,4,Flaktveit snuplass,Hesjaholtet,Breimyra,-PT22S
3350361442,60.7544615864754,5.36820371635258,bus,345,Norland,skyss.no,Hope parkering,PT17M51S
3350361472,60.6256574671715,5.47544279135764,bus,342,Ostereidet garasje,skyss.no,"Ostereidet skule, stopp 1",PT3M51S
3350324164,59.7061938699335,5.20300017669797,bus,552,Bremnes ungdomsskule ny,Grutle,Lykling kyrkje,-PT2M43S
3350324145,59.7364403866231,5.3455305006355,bus,554,Mosterhamn kai,Gassasundet,Gassasundet,-PT5M47S
3350361479,60.7333467341959,5.17203566618264,bus,342,Lindås skulestopp,Myking - Skauge,Fjellsenda vest,-PT4S
3350447571,60.4710116889328,5.27452169917524,bus,39,Viddalen,Bergen busstasjon,Bryggjedalen,-PT4M12S
3350324136,59.7962630353868,5.18485360778868,bus,555,Svortland terminal B,skyss.no,Garasje Bømlo,PT4M10S
3350447640,60.4828745126724,5.38428934291005,bus,4,Flaktveit snuplass,skyss.no,Garasje Haukås,-PT5M33S
3350447630,60.3490031976253,5.28728289529681,bus,5,Sletten,Fyllingsdalen terminal,Fyllingsdalen terminal K,PT5M41S
3350361487,60.6264193821698,5.47368778847158,bus,341,Høylandsmyr,skyss.no,Ostereidet garasje,PT4M52S
3350324167,59.7961865924299,5.18449058756232,bus,552,Svortland terminal D,skyss.no,Garasje Bømlo,PT44S
3350387020,60.3395999595523,5.39536996744573,bus,29,Arna terminal B,Nesttun terminal,Helldal,PT3M31S
3350447630,60.3483461402357,5.36020880565047,bus,4,Hesjaholtet,skyss.no,Sletten,-PT5M40S
3350447640,60.3603778593242,5.23165170103312,bus,3,Vadmyra,Støbotn,Lyngfaret,PT3S
3350447633,60.4625942464918,5.37052835337818,bus,4,Flaktveit snuplass,skyss.no,Garasje Haukås,-PT8S
3350447623,60.3906745836139,5.33607386983931,bus,5,Sletten,Fyllingsdalen terminal,Stadsporten,PT1M59S
3350447622,60.3475178405643,5.35893375054002,bus,5,Sletten,Fyllingsdalen terminal,Sletten,-PT1M12S
3350387023,60.2986999601126,5.32790997996926,bus,29,Nesttun terminal D,skyss.no,Lagunen terminal F,PT28S
3350447645,60.3653025627136,5.22583030164242,bus,3,Vadmyra,Støbotn,Vadmyra,-PT28M18S
3350447635,60.4828079603612,5.3843264747411,bus,4,Hesjaholtet,skyss.no,Garasje Haukås,-PT8M7S
3350447624,60.4827721696347,5.38433913141489,bus,5,Fyllingsdalen terminal K,skyss.no,Garasje Haukås,-PT7M9S
3350387021,60.2617999725044,5.34394003450871,bus,29,Nesttun terminal D,skyss.no,GARASJE Fana Bussdepot,-PT5M40S
3350447637,60.3957053180784,5.32564133405685,bus,4,Flaktveit snuplass,Hesjaholtet,Olav Kyrres gate G,PT7M53S
3350447647,60.4868543241173,5.27798149734735,bus,3,Vadmyra,Støbotn,Støbotn snuplass,PT2M19S
3350447636,60.3449058718979,5.26010189205408,bus,4,Hesjaholtet,Flaktveit,Allestadhaugen,-PT2M15S
3350447646,60.3821413870901,5.31415368430316,bus,3,Støbotn,Vadmyra,Lyngbø rv. 555 A,PT4M11S
3350387029,60.3199999686331,5.35223996266723,bus,29,Arna terminal B,Nesttun terminal,Nesttun terminal D,PT48S
3350361491,60.5470777954906,5.28893890790641,bus,341,Myking butikk,Knarvik,Knarvik terminal C,PT1M29S
3350361462,60.6263999361545,5.47364965081215,bus,344,Rødland,Ostereidet,Ostereidet senter,PT42S
3350361472,60.6262447871268,5.4724105540663,bus,343,Hindenes,skyss.no,Ostereidet garasje,-PT24S
3350324149,59.7942119836807,5.17892802134156,bus,555,Svortland terminal B,Halleråker,Svortland terminal B,-PT2M41S
3350324155,59.7922769375145,5.18977898173034,bus,554,Siggjarvågen kai,skyss.no,"Svortland skule, til Hiskjo",PT16M23S
3350324156,59.7364765964448,5.3455376252532,bus,554,Mosterhamn kai,Gassasundet,Gassasundet,-PT36S
3350324147,59.792275428772,5.18881883472204,bus,555,Svortland terminal B,skyss.no,"Bremnes ungdomsskule, ny",PT4M25S
3350324148,59.7941924538463,5.17922918312252,bus,555,Svortland terminal B,Halleråker,Svortland terminal B,-PT1M50S
3350387072,60.3203000407666,5.35238002426922,bus,29,Nesttun terminal D,skyss.no,PAUSE Nesttun,PT30M20S
3350453009,60.3756356891245,5.35908202640712,bus,6,Lyngbø D,Birkelundstoppen,Haukeland sjukehus sør F,PT1M33S
3350453008,60.3841949533671,5.30164210125804,bus,6,Birkelundstoppen A,Lyngbø,Damsgård hovedgård,PT5M59S
3350453005,60.3536740969867,5.36850202828646,bus,6,Birkelundstoppen A,Lyngbø,Wiers-Jenssens vei,PT41S
3350453007,60.3915329743177,5.32575306482613,bus,6,Lyngbø D,Birkelundstoppen,Nygaten,PT54S
3350453006,60.3803040739149,5.26900280267,bus,6,Lyngbø D,Birkelundstoppen,Lyderhornsveien,-PT1M11S
3350453001,60.3855639696121,5.31909322366118,bus,6,Birkelundstoppen A,Lyngbø,Gyldenpris nord,PT47S
3350135723,59.9312546756119,5.81047148443758,bus,760,Husnes ungdomsskule,Lia (Herøysund),Lia,PT7M6S
3350453003,60.3453381266445,5.36393892019987,bus,6,Birkelundstoppen A,Lyngbø,Kolstibotn,-PT7M3S
3350447537,60.4632189497352,5.32099985517561,bus,37,Breistein snuplass,Åsane terminal,Åsane terminal F,PT2M42S
3350447527,60.4827901069075,5.38430962711573,bus,38,Hetlebakken snuplass,skyss.no,Garasje Haukås,PT9M14S
3350447548,60.5162906460464,5.28285850770772,bus,36,Åsane terminal D,Hordvik-Klauvaneset,"Klauvaneset, Tellevikv.",-PT1M38S
3350324159,59.9124714173377,5.32988735474646,bus,680,Rydland,skyss.no,Garasje Fitjar,-PT28S
3350447524,60.4314934462309,5.45239632949233,bus,38,Hetlebakken snuplass,skyss.no,Garnesstølen,-PT1M9S
3350361472,60.6261509936303,5.4734637401998,bus,340,Knarvik terminal C,Ostereidet,Ostereidet senter,-PT24S
3350447541,60.5162592977285,5.28288901783526,bus,36,Bergen busstasjon K,Hordvik-Klauvaneset,"Klauvaneset, Tellevikv.",PT3M33S
3350447542,60.516913337633,5.31337911263108,bus,36,Klauvaneset Tellevikv.,Bergen busstasjon,Grøvlesvingen,PT39S
3350361460,60.5451808031648,5.28003808110952,bus,341,Knarvik terminal C,Myking,Knarvik terminal C,-PT2M11S
3350447550,60.4638201836497,5.32122591510415,bus,35,Åsane terminal D,Salhus - Klauvaneset,Rollandskrysset,PT33S
3350447548,60.5162913165987,5.28285716660321,bus,35,Klauvaneset Tellevikv.,Åsane terminal,Sveisdalen,-PT2M11S
3350135705,60.0541962403804,6.01918146014214,bus,760,Husnes sentrum sør,Odda,Årsnes kai,PT1M25S
3350447514,60.4221557546407,5.51562404260039,bus,38,Hetlebakken snuplass,skyss.no,Takvam ved rundkjøring,PT2M58S
3350447542,60.5159281287342,5.28383349068463,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT4M41S
3350447532,60.4628408420831,5.32128517515957,bus,36,Klauvaneset Tellevikv.,Bergen busstasjon,Åsane terminal A,PT1M52S
3350447533,60.4632347915322,5.32077371142805,bus,36,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT3M4S
3350447541,60.4630516469479,5.32101184129715,bus,35,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT56S
3350361484,60.6262545939535,5.47492948360741,bus,340,Ostereidet senter,skyss.no,"Ostereidet skule, stopp 1",PT6M21S
3350447531,60.5162761453539,5.28290200978518,bus,36,Bergen busstasjon K,Hordvik-Klauvaneset,"Klauvaneset, Tellevikv.",PT1M18S
3350361461,60.6264431867748,5.47371477819979,bus,342,Ostereidet skule stopp 1,skyss.no,Ostereidet garasje,PT2M4S
3350361487,60.5733362864703,5.37600106559694,bus,340,Ostereidet senter,skyss.no,Leknes aust,-PT1M
3350387050,60.3198999725282,5.35236996598542,bus,29,Arna terminal B,Nesttun terminal,Nesttun terminal D,PT6M23S
3350447610,60.3617473784834,5.23508769460022,bus,3,Støbotn,Vadmyra,Lyngfaret,PT4M53S
3350447611,60.4827028512955,5.3844475094229,bus,3,Støbotn snuplass,skyss.no,Garasje Haukås,-PT10M23S
3350447613,60.3649569768459,5.22535429336131,bus,3,Støbotn,Vadmyra,Vadmyra,PT1M30S
3350447605,60.4827845748514,5.38433904759586,bus,4,Flaktveit snuplass,skyss.no,Garasje Haukås,-PT1M27S
3350447608,60.3532835002989,5.29016006737947,bus,4,Flaktveit snuplass,Hesjaholtet,Løvås,PT4M53S
3350447617,60.3649206832051,5.2253669500351,bus,3,Støbotn,Vadmyra,Vadmyra,PT2M
3350447607,60.48280200921,5.38433829322457,bus,4,Hesjaholtet,skyss.no,Garasje Haukås,-PT3M30S
3350135726,60.3457739017904,6.39267437160015,bus,980,Jondal kai,Utne,Nedre Trå,-PT23S
3350447619,60.4828032664955,5.3842852357775,bus,3,Støbotn snuplass,skyss.no,Garasje Haukås,-PT3M11S
3350447609,60.4869330301881,5.27907365933061,bus,4,Flaktveit snuplass,skyss.no,Støbotn,PT7M3S
3350135617,59.9496171623468,6.5828621853143,bus,640,Odda barneskole,Skarsmo,Håbru snuplass,PT2M53S
3350135724,60.4118241369724,6.52177026495337,bus,980,Utne,Jondal,Vines,PT3M10S
3350135618,60.263257920742,6.6241445671767,bus,990,Odda busstasjon,Voss,Stor,PT5M28S
3350447552,60.4827391449362,5.38441465236247,bus,37,Åsane terminal F,skyss.no,Garasje Haukås,-PT2M10S
3350447601,60.3975755721331,5.3218933660537,bus,3,Vadmyra,Støbotn,Bontelabo,PT2M55S
3350447603,60.4869066271931,5.27849681675434,bus,3,Støbotn,Vadmyra,Toppe,-PT6M23S
3350447605,60.3649222757667,5.22535001859069,bus,3,Støbotn,Vadmyra,Vadmyra,PT5M1S
3350453166,60.3824066743255,5.31507426872849,bus,18,Barliveien,Formanns vei,Møhlenpris,-PT27S
3350447609,60.3650036640465,5.22540165111423,bus,3,Støbotn,Vadmyra,Vadmyra,-PT5S
3350447608,60.4828401468694,5.38431750610471,bus,3,Støbotn snuplass,skyss.no,Garasje Haukås,-PT4M24S
3350447558,60.4770316556096,5.35353555344045,bus,36,Bergen busstasjon K,Hordvik-Klauvaneset,Haukåsvegen,PT2M23S
3350453010,60.3811858501285,5.359470192343,bus,6,Birkelundstoppen A,Lyngbø,Årstadveien,PT1M26S
3350447546,60.4631701670587,5.32101519405842,bus,37,Breistein snuplass,Åsane terminal,Åsane terminal F,PT5M13S
3350447544,60.4808607604355,5.36793541163206,bus,37,Breistein snuplass,Åsane terminal,Vikaleitet,PT16S
3440189688,60.9313463140279,5.02573113888502,bus,361,Dalsøyra,Brandanger,Brandanger,PT3M12S
3350361462,60.5468773841858,5.28804640285671,bus,340,Knarvik terminal C,Ostereidet,Gjervik ytre,-PT2M5S
3350324182,59.8670273367316,5.33372190780938,bus,680,Rimbareid skule,Koløyholmen,Sjoarreiset,PT3M23S
3350135730,60.208794074133,6.11352086998522,bus,981,Jondal skule,Årsand,Kysnes,PT2M34S
3350361505,60.389097193256,5.34001026302576,bus,300E,Bergen busstasjon J,Knarvik terminal,Flatøy terminal  D,PT1M43S
3350135751,60.0686547718942,6.55239748768508,bus,760,Odda busstasjon,skyss.no,Garasje Odda,PT2M9S
3350387031,60.310200015083,5.29517998918891,bus,22,Lagunen terminal J,Fyllingsdalen terminal,Søvikgeilen,PT46S
3350361503,60.545199746266,5.28208552859724,bus,300E,Bergen busstasjon J,skyss.no,Knarvik garasje,-PT6M49S
3350361504,60.3887070994824,5.33295990899205,bus,300E,Knarvik terminal A,Bergen busstasjon,Bergen busstasjon J,-PT5M40S
3350135756,59.935740083456,6.00380343385041,bus,760,Åsvegen kryss,skyss.no,Årsnes kai,PT1M49S
3350135757,59.8594364337623,5.77314980328083,bus,760,Husnes sentrum sør,Odda,Onarheimselva,-PT6M49S
3350387039,60.3375000413507,5.27117002755404,bus,22,Fyllingsdalen terminal D,Lagunen terminal,Vardeveien,PT55S
3350377427,60.3617000207305,5.12664003297687,bus,460E,Bergen busstasjon U,skyss.no,GARASJE Straume,-PT25M7S
3350387080,60.1781999599189,5.4154000338167,bus,62,Lysekloster skole,skyss.no,Nore Neset ungdomsskule,PT18M56S
3350387061,60.2975000068545,5.32773999497294,bus,64,Hordnes snuplass,Lagunen terminal,Lagunen terminal I,-PT6S
3350387056,60.2975000068545,5.32773999497294,bus,65,Grimseid snuplass,Lagunen terminal,Lagunen terminal I,PT3M28S
3350135618,60.0682806875557,6.55193815939128,bus,995,Odda busstasjon,skyss.no,Garasje Odda,PT40S
3350387060,60.2618999686092,5.34371003508568,bus,65,Lagunen terminal I,skyss.no,GARASJE Fana Bussdepot,-PT1M11S
3350135757,59.8584380652755,5.7542303390801,bus,762,Husnes helsesenter,skyss.no,Husnes sentrum sør,-PT2M5S
3350135775,59.8371594306082,5.74770016595721,bus,760,Valen sjukehuset,Skulerute,Reset sør,PT1M38S
3350387016,60.3148999996483,5.27018004097044,bus,22,Fyllingsdalen terminal D,Lagunen terminal,Søreide,PT7M58S
3350387121,60.3200999647379,5.35219000652432,bus,610,Nesttun terminal C,Osøyro,Nesttun sentrum,-PT7M25S
3350387127,60.1853000186384,5.46901999041438,bus,610,Nesttun terminal C,Osøyro,Osøyro terminal B,-PT1M55S
3350377447,60.3925999905914,5.11352998204529,bus,460E,Bergen busstasjon U,skyss.no,Anglavika snuplass,PT4M26S
3350387124,60.1856000069529,5.46816998161376,bus,610,Nesttun terminal C,Osøyro,Osøyro terminal B,PT4M2S
3350324142,59.9178279563785,5.3176108840853,bus,680,Rimbareid skule,skyss.no,Fitjar terminal A,PT54S
3350387128,60.2034999802709,5.44659999199212,bus,610,Osøyro terminal B,skyss.no,GARASJE Os Garasje,PT19S
3350387129,60.1852000225335,5.46901001594961,bus,610,Nesttun terminal C,Osøyro,Osøyro terminal B,PT2M27S
3350387061,60.339800035581,5.2725500240922,bus,22,Lagunen terminal J,Fyllingsdalen terminal,Varden skole,PT50S
3350387062,60.297799995169,5.32825003378093,bus,22,Fyllingsdalen terminal D,Lagunen terminal,Lagunen terminal I,-PT1M58S
3350135735,60.0707613956183,6.54753774404526,bus,985,Eitrheim,Odda,Odda busstasjon,PT3M27S
3350135708,60.3986000083387,5.74508333578706,bus,940,Samnanger ungdomsskule,skyss.no,Garasje Samnanger,-PT1M33S
3350387112,60.1853000186384,5.46900004148483,bus,610,Nesttun terminal C,Osøyro,Osøyro terminal B,-PT3M37S
3350387115,60.3048999700695,5.36483997479081,bus,610,Nesttun terminal C,Osøyro,Lilletvedt,PT3M17S
3350387116,60.2034999802709,5.44659999199212,bus,610,Osøyro terminal B,skyss.no,GARASJE Os Garasje,-PT1M5S
3350387113,60.2247999887913,5.45656003989279,bus,610,Nesttun terminal C,Osøyro,Hetleflåttre,-PT1M10S
3440189696,61.4524957537651,5.85412200540304,bus,250,Florø terminal,Førde,Førde rutebilstasjon,PT1M50S
3350387117,60.2280000317842,5.4588199686259,bus,610,Osøyro terminal A,Nesttun terminal,Storestraumen,PT1M11S
3350377390,60.3598000109196,5.12317998334765,bus,479,Straume terminal D,Hellesøy,Bildøy rv. 555,-PT2M19S
3350447591,60.4645616468042,5.30486360192299,bus,39,Garasje Haukås,skyss.no,Viddalen,-PT12M45S
3350387071,60.2618999686092,5.3436900023371,bus,22,Lagunen terminal I,skyss.no,GARASJE Fana Bussdepot,PT3M
3350135775,59.8595826979727,5.77322230674326,bus,762,Sunde skule,Skulerute,Røyrvik,-PT2M56S
3350387076,60.2981999795884,5.32852001488209,bus,22,Lagunen terminal J,Fyllingsdalen terminal,Søråsskiftet,-PT5M26S
3350135735,60.0508460775018,6.54278160072863,bus,984,Odda busstasjon,Odda,Hovden,-PT37S
3350135724,60.0708297919482,6.54842815361917,bus,985,Eitrheim,Odda,Odda busstasjon,-PT1M16S
3350387104,60.2034999802709,5.44672002084553,bus,610,Osøyro terminal B,skyss.no,GARASJE Os Garasje,-PT1M15S
3350447589,60.4573441576213,5.2887927275151,bus,39,Viddalen,Bergen busstasjon,Bekkjarvikvegen,PT3M58S
3350447586,60.4185318388045,5.31201973557472,bus,39,Viddalen,Bergen busstasjon,Munkebotn,PT3M42S
3440189674,61.5109333768487,5.71860272437334,bus,240,Førde rutebilstasjon,Naustdal-Stavang,Kringla kryss,-PT9M29S
3350447585,60.4828308429569,5.38429797627032,bus,39,Viddalen,skyss.no,Garasje Haukås,-PT1M24S
3350447583,60.482902508229,5.38423452526331,bus,39,Viddalen,skyss.no,Garasje Haukås,PT21M21S
3350135751,60.0680747441947,6.54224398545921,bus,985,Askane,Skulerute,Odda barneskole,PT1M27S
3350135622,60.6441790424287,6.4355637319386,bus,950,Garasje Voss,skyss.no,Voss stasjon B,PT6M36S
3350135766,60.0707800034434,6.54745652340353,bus,984,Odda busstasjon,Odda,Røldalsvegen ved Odda rådhus,-PT1M6S
3350135765,60.0706567056477,6.54723281040788,bus,984,Odda busstasjon,Odda,Odda busstasjon,-PT40S
3350387048,60.297799995169,5.32825003378093,bus,22,Fyllingsdalen terminal D,Lagunen terminal,Lagunen terminal I,PT2M16S
3350387049,60.2990000322461,5.32639998011291,bus,22,Lagunen terminal J,Fyllingsdalen terminal,Rå skole,PT17S
3350135698,60.0687078293413,6.55207813717425,bus,990,Odda busstasjon,Voss,Odda busstasjon,-PT50M1S
3350387054,60.2968000341207,5.32717002555728,bus,22,Fyllingsdalen terminal D,Lagunen terminal,Lagunen terminal I,-PT8S
3350135697,60.3392543736845,6.65511385537684,bus,990,Garasje Odda,skyss.no,Kinsarvik skule,-PT30M28S
3350387052,60.2618999686092,5.34365999512374,bus,22,Lagunen terminal I,skyss.no,GARASJE Fana Bussdepot,PT2M38S
3350134008,59.861166626215,5.75425162911415,bus,760,Seldal,Husnes,Husnes sentrum sør,PT49S
3350134007,59.8024966567755,5.8187716640532,bus,760,Husnes ungdomsskule,Utåker,Sandvoll bedehus,PT3M41S
3350135718,60.4215083364397,5.63041496090591,bus,940,Hisdal,skyss.no,Garasje Samnanger,-PT12M21S
3350387056,60.2968000341207,5.32721000723541,bus,22,Fyllingsdalen terminal D,Lagunen terminal,Lagunen terminal I,PT4M15S
3440189678,61.7028083000332,5.1939876191318,bus,260,Florø terminal,Svelgen-Davik,Myklebust kryss,-PT1M20S
3350453117,60.3725690022111,5.35932158119977,bus,12,Wiers-Jenssens vei,Lønborglien,Haukeland sjukehus nord C,-PT27S
3350453116,60.3556402400136,5.36827244795859,bus,12,Mannsverk garasje,skyss.no,Mannsverk,PT7M2S
3350135766,60.070660058409,6.54720892198384,bus,985,Eitrheim,Odda,Odda busstasjon,-PT2M13S
3350453125,60.365987950936,5.37480262108147,bus,12,Wiers-Jenssens vei,Lønborglien,Lægdesvingen,PT9S
3350135765,60.0684465654194,6.55183975584805,bus,985,Odda busstasjon Eitrheimsstopp,Eitrheim,Odda busstasjon Eitrheimsstopp,PT17M39S
3350453103,60.3874970041215,5.33527239225805,bus,14,Bergen busstasjon M,Fyllingsdalen terminal,Danmarks plass E,PT5M42S
3350387102,60.387300029397,5.33541002310812,bus,67,Søråshøgda snuplass,Bergen busstasjon,Bergen busstasjon L,PT29S
3350387071,60.3109999839216,5.37550996989012,bus,70,Nesttun terminal C,Nesttun terminal,Elveneset,PT2M49S
3350387045,60.2785999886692,5.40471998043358,bus,73,Lund snuplass,Kaland,Kaland skole (rundkjøring),PT5S
3350387018,60.2926000300795,5.34834003075957,bus,76,Smørås snuplass,Nesttun terminal,Nøttveitlia,PT8S
3350453128,60.4373782966286,5.28994515538216,bus,12,Lønborglien snuplass,Lægdene - Montana,Lønborg,-PT9S
3350453148,60.3630456514657,5.34122387878597,bus,10,Mindeveien snuplass,Mulen,Løbergsveien sør,-PT2M15S
3350453146,60.3861101344228,5.3206187300384,bus,10,Mindeveien snuplass,Mulen,Møhlenpris,-PT1M2S
3350453117,60.3900268301368,5.33295278437436,bus,13,Festplassen M,skyss.no,Bergen busstasjon M,-PT35M37S
3350135736,60.068918550387,6.55282571911812,bus,725,Garasje Odda,skyss.no,Garasje Odda,-PT7M12S
3350387043,60.3197999764234,5.352389998734,bus,70,Nesttun terminal C,Nesttun terminal,Nesttun terminal D,PT12S
3350387042,60.3199999686331,5.35226996988058,bus,70,Nesttun terminal C,Nesttun terminal,Nesttun terminal D,-PT24S
3350387018,60.2617999725044,5.34394003450871,bus,73,Kaland skole (rundkjøring),skyss.no,GARASJE Fana Bussdepot,-PT1M44S
3350387046,60.3198999725282,5.35229997709394,bus,70,Nesttun terminal D,skyss.no,GARASJE Fana Bussdepot,PT2M35S
3350453114,60.3561054356396,5.36817672662437,bus,10,Mindeveien snuplass,skyss.no,Garasje Mannsverk,-PT2M24S
